InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,Month
548650,22673,FRENCH GARDEN SIGN BLUE METAL,12,2011-04-01 13:22:00,1.25,14852.0,United Kingdom,15.0,2011-04
571883,20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,3,2011-10-19 13:58:00,2.55,14704.0,United Kingdom,7.6499999999999995,2011-10
563564,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,12,2011-08-17 14:11:00,1.65,16633.0,United Kingdom,19.799999999999997,2011-08
553035,22534,MAGIC DRAWING SLATE SPACEBOY ,2,2011-05-12 20:13:00,0.42,17337.0,United Kingdom,0.84,2011-05
552817,23207,LUNCH BAG ALPHABET DESIGN,10,2011-05-11 12:47:00,1.65,13136.0,United Kingdom,16.5,2011-05
559170,23200,JUMBO BAG PEARS,2,2011-07-06 17:31:00,2.08,16942.0,United Kingdom,4.16,2011-07
571158,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2011-10-14 10:25:00,2.08,14606.0,United Kingdom,2.08,2011-10
558102,23238,SET OF 4 KNICK KNACK TINS LONDON ,1,2011-06-26 14:06:00,4.15,17372.0,United Kingdom,4.15,2011-06
575329,23127,FELTCRAFT GIRL NICOLE KIT,1,2011-11-09 13:50:00,4.95,17038.0,United Kingdom,4.95,2011-11
580140,84991,60 TEATIME FAIRY CAKE CASES,24,2011-12-02 09:19:00,0.55,14895.0,United Kingdom,13.200000000000001,2011-12
548188,22917,HERB MARKER ROSEMARY,2,2011-03-29 15:12:00,0.65,13263.0,United Kingdom,1.3,2011-03
581476,23429,RED RETRO KITCHEN WALL CLOCK,2,2011-12-09 08:48:00,8.15,12433.0,Norway,16.3,2011-12
552313,20726,LUNCH BAG WOODLAND,10,2011-05-08 16:03:00,1.65,13139.0,United Kingdom,16.5,2011-05
580294,23319,BOX OF 6 MINI 50'S CRACKERS,7,2011-12-02 13:46:00,2.49,17364.0,United Kingdom,17.43,2011-12
571684,21819,GLITTER CHRISTMAS STAR ,2,2011-10-18 14:11:00,0.39,16730.0,United Kingdom,0.78,2011-10
578855,22710,WRAP I LOVE LONDON ,25,2011-11-27 11:15:00,0.42,14878.0,United Kingdom,10.5,2011-11
539761,85174,S/4 CACTI CANDLES,16,2010-12-22 10:29:00,1.95,17593.0,United Kingdom,31.2,2010-12
567928,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2011-09-22 17:31:00,1.65,12380.0,Belgium,19.799999999999997,2011-09
562341,22356,CHARLOTTE BAG PINK POLKADOT,10,2011-08-04 12:13:00,0.85,15005.0,United Kingdom,8.5,2011-08
557311,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,6,2011-06-19 15:36:00,2.1,15700.0,United Kingdom,12.600000000000001,2011-06
540530,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2011-01-09 14:02:00,1.95,14755.0,United Kingdom,19.5,2011-01
579536,23535,WALL ART BICYCLE SAFETY,4,2011-11-30 09:53:00,5.95,12957.0,United Kingdom,23.8,2011-11
566217,23263,SET OF 3 WOODEN HEART DECORATIONS,2,2011-09-09 15:17:00,2.46,14096.0,United Kingdom,4.92,2011-09
577518,84832,ZINC WILLIE WINKIE  CANDLE STICK,12,2011-11-20 13:17:00,0.85,14359.0,United Kingdom,10.2,2011-11
565150,22595,GINGHAM HEART DECORATION,24,2011-09-01 14:26:00,0.72,14298.0,United Kingdom,17.28,2011-09
551342,22524,CHILDRENS GARDEN GLOVES BLUE,10,2011-04-28 08:34:00,1.25,16099.0,United Kingdom,12.5,2011-04
571279,23404,HOME SWEET HOME BLACKBOARD,1,2011-10-16 12:54:00,4.95,16466.0,United Kingdom,4.95,2011-10
552310,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,2,2011-05-08 15:22:00,1.25,17323.0,United Kingdom,2.5,2011-05
577359,21889,WOODEN BOX OF DOMINOES,2,2011-11-18 16:07:00,1.25,14903.0,United Kingdom,2.5,2011-11
540353,22840,ROUND CAKE TIN VINTAGE RED,1,2011-01-06 14:53:00,7.95,13764.0,United Kingdom,7.95,2011-01
576200,22563,HAPPY STENCIL CRAFT,6,2011-11-14 12:14:00,1.25,15572.0,United Kingdom,7.5,2011-11
553475,22349,DOG BOWL CHASING BALL DESIGN,72,2011-05-17 11:31:00,2.46,18102.0,United Kingdom,177.12,2011-05
557117,22417,PACK OF 60 SPACEBOY CAKE CASES,24,2011-06-16 17:04:00,0.55,14849.0,United Kingdom,13.200000000000001,2011-06
567612,22138,BAKING SET 9 PIECE RETROSPOT ,3,2011-09-21 11:48:00,4.95,17164.0,United Kingdom,14.850000000000001,2011-09
537802,21314,SMALL GLASS HEART TRINKET POT,8,2010-12-08 13:11:00,2.1,13455.0,United Kingdom,16.8,2010-12
571053,23031,DRAWER KNOB CRACKLE GLAZE PINK,12,2011-10-13 13:53:00,1.65,12631.0,Finland,19.799999999999997,2011-10
569424,22435,SET OF 9 HEART SHAPED BALLOONS,4,2011-10-04 10:49:00,1.25,15529.0,United Kingdom,5.0,2011-10
576381,84006,MAGIC TREE -PAPER FLOWERS,12,2011-11-15 09:26:00,0.85,12839.0,United Kingdom,10.2,2011-11
567302,22149,FELTCRAFT 6 FLOWER FRIENDS,7,2011-09-19 13:02:00,2.1,15058.0,United Kingdom,14.700000000000001,2011-09
569331,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,6,2011-10-03 13:39:00,2.55,16875.0,United Kingdom,15.299999999999999,2011-10
546220,20719,WOODLAND CHARLOTTE BAG,100,2011-03-10 12:16:00,0.72,16745.0,United Kingdom,72.0,2011-03
541504,21481,FAWN BLUE HOT WATER BOTTLE,1,2011-01-18 15:37:00,2.95,14415.0,United Kingdom,2.95,2011-01
579196,22619,SET OF 6 SOLDIER SKITTLES,6,2011-11-28 15:54:00,7.46,14096.0,United Kingdom,44.76,2011-11
559125,22379,RECYCLING BAG RETROSPOT ,15,2011-07-06 12:32:00,2.1,13985.0,United Kingdom,31.5,2011-07
570007,POST,POSTAGE,3,2011-10-07 09:26:00,18.0,12519.0,Germany,54.0,2011-10
538514,22112,CHOCOLATE HOT WATER BOTTLE,6,2010-12-12 14:27:00,4.95,15044.0,United Kingdom,29.700000000000003,2010-12
575207,22750,FELTCRAFT PRINCESS LOLA DOLL,4,2011-11-09 10:27:00,3.75,18172.0,United Kingdom,15.0,2011-11
578317,23493,VINTAGE DOILY TRAVEL SEWING KIT,10,2011-11-23 16:47:00,1.95,15398.0,United Kingdom,19.5,2011-11
573879,23439,HAND WARMER RED LOVE HEART,2,2011-11-01 13:21:00,2.1,15039.0,United Kingdom,4.2,2011-11
572932,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,4,2011-10-27 10:14:00,3.95,15791.0,United Kingdom,15.8,2011-10
551564,22477,WATERING CAN GARDEN MARKER,10,2011-05-03 10:56:00,1.25,16609.0,United Kingdom,12.5,2011-05
540504,22113,GREY HEART HOT WATER BOTTLE,2,2011-01-09 11:02:00,3.75,13668.0,United Kingdom,7.5,2011-01
543179,22364,GLASS JAR DIGESTIVE BISCUITS,1,2011-02-04 10:32:00,2.95,12754.0,Japan,2.95,2011-02
548409,22620,4 TRADITIONAL SPINNING TOPS,48,2011-03-31 10:27:00,1.25,12731.0,France,60.0,2011-03
576690,23269,SET OF 2 CERAMIC CHRISTMAS TREES,6,2011-11-16 12:19:00,1.45,15900.0,United Kingdom,8.7,2011-11
577038,23236,STORAGE TIN VINTAGE DOILY ,1,2011-11-17 13:30:00,2.89,14796.0,United Kingdom,2.89,2011-11
540537,21900,"KEY FOB , SHED",3,2011-01-09 14:28:00,0.65,13565.0,United Kingdom,1.9500000000000002,2011-01
569262,22963,JAM JAR WITH GREEN LID,12,2011-10-03 11:36:00,0.85,14815.0,United Kingdom,10.2,2011-10
559068,20749,ASSORTED COLOUR MINI CASES,2,2011-07-06 10:41:00,7.95,17841.0,United Kingdom,15.9,2011-07
572746,23209,LUNCH BAG VINTAGE DOILY ,3,2011-10-25 16:30:00,1.65,13263.0,United Kingdom,4.949999999999999,2011-10
536743,21849,SILVER DIAMANTE PEN IN GIFT BOX,1,2010-12-02 13:32:00,4.95,17964.0,United Kingdom,4.95,2010-12
540276,22628,PICNIC BOXES SET OF 3 RETROSPOT ,4,2011-01-06 12:16:00,4.95,14680.0,United Kingdom,19.8,2011-01
571441,22814,CARD PARTY GAMES ,1,2011-10-17 13:31:00,0.42,14096.0,United Kingdom,0.42,2011-10
562173,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2011-08-03 12:12:00,1.25,14530.0,United Kingdom,15.0,2011-08
564057,22113,GREY HEART HOT WATER BOTTLE,4,2011-08-22 14:20:00,3.75,15296.0,United Kingdom,15.0,2011-08
540365,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,2011-01-06 16:12:00,2.95,12413.0,France,17.700000000000003,2011-01
547800,82486,WOOD S/3 CABINET ANT WHITE FINISH,1,2011-03-25 12:55:00,8.95,14504.0,United Kingdom,8.95,2011-03
550000,23232,WRAP VINTAGE PETALS  DESIGN,25,2011-04-14 09:18:00,0.42,17058.0,United Kingdom,10.5,2011-04
552456,21086,SET/6 RED SPOTTY PAPER CUPS,12,2011-05-09 14:40:00,0.65,13999.0,United Kingdom,7.800000000000001,2011-05
579141,84997B,CHILDRENS CUTLERY RETROSPOT RED ,1,2011-11-28 13:06:00,4.15,17019.0,United Kingdom,4.15,2011-11
563722,22602,RETROSPOT WOODEN HEART DECORATION,12,2011-08-18 16:32:00,0.85,17720.0,United Kingdom,10.2,2011-08
561867,20725,LUNCH BAG RED RETROSPOT,2,2011-07-31 10:59:00,1.65,16931.0,United Kingdom,3.3,2011-07
538255,71279,PINK GLASS CANDLEHOLDER,6,2010-12-10 12:33:00,2.95,14911.0,EIRE,17.700000000000003,2010-12
560211,22355,CHARLOTTE BAG SUKI DESIGN,10,2011-07-15 14:34:00,0.85,12621.0,Germany,8.5,2011-07
548666,21982,PACK OF 12 SUKI TISSUES ,12,2011-04-01 14:58:00,0.29,13124.0,United Kingdom,3.4799999999999995,2011-04
553547,21121,SET/10 RED POLKADOT PARTY CANDLES,24,2011-05-17 15:48:00,1.25,12474.0,Germany,30.0,2011-05
575744,46000M,POLYESTER FILLER PAD 45x45cm,8,2011-11-11 10:03:00,1.55,14035.0,United Kingdom,12.4,2011-11
556486,85015,SET OF 12  VINTAGE POSTCARD SET,24,2011-06-12 13:22:00,0.65,17422.0,United Kingdom,15.600000000000001,2011-06
560862,22030,SWALLOWS GREETING CARD,24,2011-07-21 13:48:00,0.42,14085.0,United Kingdom,10.08,2011-07
565614,22694,WICKER STAR ,6,2011-09-05 15:20:00,2.1,17309.0,United Kingdom,12.600000000000001,2011-09
578074,22798,ANTIQUE GLASS DRESSING TABLE POT,4,2011-11-22 16:06:00,2.95,17590.0,United Kingdom,11.8,2011-11
564483,22138,BAKING SET 9 PIECE RETROSPOT ,3,2011-08-25 13:46:00,4.95,14050.0,United Kingdom,14.850000000000001,2011-08
544815,22421,LIPSTICK PEN FUSCHIA,12,2011-02-23 16:37:00,0.42,17171.0,United Kingdom,5.04,2011-02
565122,22998,TRAVEL CARD WALLET KEEP CALM,5,2011-09-01 11:48:00,0.42,13069.0,United Kingdom,2.1,2011-09
571665,23266,SET OF 3 WOODEN STOCKING DECORATION,24,2011-10-18 12:59:00,1.25,12540.0,Spain,30.0,2011-10
538250,22634,CHILDS BREAKFAST SET SPACEBOY ,1,2010-12-10 12:20:00,9.95,18118.0,United Kingdom,9.95,2010-12
564335,22921,HERB MARKER CHIVES ,2,2011-08-24 14:23:00,0.65,15800.0,United Kingdom,1.3,2011-08
576665,23356,LOVE HOT WATER BOTTLE,3,2011-11-16 11:46:00,5.95,17841.0,United Kingdom,17.85,2011-11
568177,21809,CHRISTMAS HANGING TREE WITH BELL,48,2011-09-25 13:30:00,0.39,13536.0,United Kingdom,18.72,2011-09
578147,21063,PARTY INVITES JAZZ HEARTS,1,2011-11-23 11:09:00,0.85,12748.0,United Kingdom,0.85,2011-11
547199,21169,YOU'RE CONFUSING ME METAL SIGN ,1,2011-03-21 12:53:00,1.69,14606.0,United Kingdom,1.69,2011-03
564346,22908,PACK OF 20 NAPKINS RED APPLES,3,2011-08-24 14:54:00,0.85,15727.0,United Kingdom,2.55,2011-08
550515,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1,2011-04-18 17:29:00,12.75,14502.0,United Kingdom,12.75,2011-04
572567,84997D,CHILDRENS CUTLERY POLKADOT PINK,4,2011-10-25 10:27:00,4.15,12398.0,Switzerland,16.6,2011-10
568915,23294,SET OF 6 SNACK LOAF BAKING CASES,16,2011-09-29 13:56:00,0.83,14948.0,United Kingdom,13.28,2011-09
578233,23542,WALL ART 70'S ALPHABET ,2,2011-11-23 12:20:00,8.25,14049.0,United Kingdom,16.5,2011-11
550199,85099B,JUMBO BAG RED RETROSPOT,20,2011-04-15 10:20:00,2.08,16523.0,United Kingdom,41.6,2011-04
581095,23344,JUMBO BAG 50'S CHRISTMAS ,2,2011-12-07 11:35:00,2.08,17238.0,United Kingdom,4.16,2011-12
555418,20685,DOORMAT RED RETROSPOT,20,2011-06-03 10:19:00,6.75,15498.0,United Kingdom,135.0,2011-06
572905,21181,PLEASE ONE PERSON METAL SIGN,4,2011-10-26 15:39:00,2.1,14690.0,United Kingdom,8.4,2011-10
563550,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-08-17 12:50:00,1.69,14194.0,United Kingdom,13.52,2011-08
550799,22844,VINTAGE CREAM DOG FOOD CONTAINER,2,2011-04-20 14:46:00,8.5,17115.0,United Kingdom,17.0,2011-04
563167,21790,VINTAGE SNAP CARDS,12,2011-08-12 12:37:00,0.85,14696.0,United Kingdom,10.2,2011-08
569846,23234,BISCUIT TIN VINTAGE CHRISTMAS,6,2011-10-06 13:42:00,2.89,13422.0,United Kingdom,17.34,2011-10
540402,22394,PAPERWEIGHT KINGS CHOICE ,12,2011-01-07 09:31:00,0.85,16567.0,United Kingdom,10.2,2011-01
559794,23168,CLASSIC CAFE SUGAR DISPENSER,12,2011-07-12 13:16:00,1.25,16700.0,United Kingdom,15.0,2011-07
550493,21459,YELLOW EASTER EGG HUNT START POST,4,2011-04-18 14:50:00,1.95,15311.0,United Kingdom,7.8,2011-04
580727,23090,VINTAGE GLASS T-LIGHT HOLDER,1,2011-12-05 17:17:00,1.63,14096.0,United Kingdom,1.63,2011-12
540979,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2011-01-12 15:06:00,3.95,15727.0,United Kingdom,15.8,2011-01
542608,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,3,2011-01-30 13:51:00,0.85,16770.0,United Kingdom,2.55,2011-01
574154,23284,DOORMAT KEEP CALM AND COME IN,4,2011-11-03 11:32:00,8.25,13709.0,United Kingdom,33.0,2011-11
576599,21818,GLITTER HEART DECORATION,36,2011-11-15 15:06:00,0.39,14544.0,United Kingdom,14.040000000000001,2011-11
577472,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,30,2011-11-20 11:28:00,2.95,14503.0,United Kingdom,88.5,2011-11
580872,21967,PACK OF 12 SKULL TISSUES,2,2011-12-06 12:02:00,0.39,18283.0,United Kingdom,0.78,2011-12
554016,84968A,SET OF 16 VINTAGE ROSE CUTLERY,1,2011-05-20 13:14:00,12.75,13243.0,United Kingdom,12.75,2011-05
572295,22599,CHRISTMAS MUSICAL ZINC STAR,6,2011-10-23 13:49:00,0.29,16686.0,United Kingdom,1.7399999999999998,2011-10
556682,21775,DECORATIVE FLORE BATHROOM BOTTLE,12,2011-06-14 09:42:00,1.25,15358.0,United Kingdom,15.0,2011-06
543915,10135,COLOURING PENCILS BROWN TUBE,20,2011-02-14 13:21:00,0.42,13717.0,United Kingdom,8.4,2011-02
560723,23301,GARDENERS KNEELING PAD KEEP CALM ,1,2011-07-20 13:53:00,1.65,16464.0,United Kingdom,1.65,2011-07
574909,22367,CHILDRENS APRON SPACEBOY DESIGN,2,2011-11-07 15:40:00,1.95,13673.0,United Kingdom,3.9,2011-11
566239,21137,BLACK RECORD COVER FRAME,4,2011-09-11 11:26:00,3.75,14665.0,United Kingdom,15.0,2011-09
562046,21208,PASTEL COLOUR HONEYCOMB FAN,12,2011-08-02 10:34:00,0.39,12378.0,Switzerland,4.68,2011-08
549574,21914,BLUE HARMONICA IN BOX ,12,2011-04-10 16:02:00,1.25,18226.0,United Kingdom,15.0,2011-04
573359,22629,SPACEBOY LUNCH BOX ,6,2011-10-30 12:48:00,1.95,14178.0,United Kingdom,11.7,2011-10
541226,15056N,EDWARDIAN PARASOL NATURAL,6,2011-01-14 15:04:00,5.95,15854.0,United Kingdom,35.7,2011-01
581114,22847,BREAD BIN DINER STYLE IVORY,1,2011-12-07 12:19:00,16.95,14527.0,United Kingdom,16.95,2011-12
549300,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,6,2011-04-08 08:21:00,3.25,13362.0,United Kingdom,19.5,2011-04
569220,21931,JUMBO STORAGE BAG SUKI,1,2011-10-02 13:26:00,2.08,16007.0,United Kingdom,2.08,2011-10
538008,21122,SET/10 PINK POLKADOT PARTY CANDLES,24,2010-12-09 12:17:00,1.25,12683.0,France,30.0,2010-12
546984,22197,SMALL POPCORN HOLDER,3,2011-03-18 12:35:00,0.85,15019.0,United Kingdom,2.55,2011-03
556474,23110,PARISIENNE KEY CABINET ,2,2011-06-12 12:01:00,5.75,16007.0,United Kingdom,11.5,2011-06
541088,21533,RETROSPOT LARGE MILK JUG,3,2011-01-13 12:41:00,4.95,15513.0,United Kingdom,14.850000000000001,2011-01
550167,22431,WATERING CAN BLUE ELEPHANT,6,2011-04-14 16:38:00,1.95,14206.0,United Kingdom,11.7,2011-04
562574,22562,MONSTERS STENCIL CRAFT,4,2011-08-07 12:42:00,1.25,14903.0,United Kingdom,5.0,2011-08
568191,22037,ROBOT BIRTHDAY CARD,12,2011-09-25 14:37:00,0.42,16655.0,United Kingdom,5.04,2011-09
542791,22374,AIRLINE BAG VINTAGE JET SET RED,1,2011-02-01 10:47:00,4.25,15039.0,United Kingdom,4.25,2011-02
536615,22367,CHILDRENS APRON SPACEBOY DESIGN,8,2010-12-02 10:09:00,1.95,14047.0,United Kingdom,15.6,2010-12
577594,23177,TREASURE ISLAND BOOK BOX,6,2011-11-20 16:07:00,2.25,13142.0,United Kingdom,13.5,2011-11
550201,22697,GREEN REGENCY TEACUP AND SAUCER,24,2011-04-15 10:25:00,2.55,12769.0,Brazil,61.199999999999996,2011-04
544942,22383,LUNCH BAG SUKI DESIGN ,10,2011-02-25 10:29:00,1.65,15544.0,United Kingdom,16.5,2011-02
557466,23245,SET OF 3 REGENCY CAKE TINS,4,2011-06-20 13:08:00,4.95,13815.0,Germany,19.8,2011-06
574170,23300,GARDENERS KNEELING PAD CUP OF TEA ,1,2011-11-03 11:43:00,1.65,16221.0,United Kingdom,1.65,2011-11
573361,23207,LUNCH BAG ALPHABET DESIGN,1,2011-10-30 12:53:00,1.65,14456.0,United Kingdom,1.65,2011-10
573390,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2011-10-30 14:53:00,2.95,17213.0,United Kingdom,17.700000000000003,2011-10
559465,20713,JUMBO BAG OWLS,100,2011-07-08 13:26:00,1.79,14680.0,United Kingdom,179.0,2011-07
578511,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,4,2011-11-24 13:27:00,0.85,17975.0,United Kingdom,3.4,2011-11
555650,22831,WHITE BROCANTE SOAP DISH,6,2011-06-06 13:48:00,2.95,14156.0,EIRE,17.700000000000003,2011-06
569629,23393,HOME SWEET HOME CUSHION COVER ,4,2011-10-05 11:37:00,3.75,15249.0,United Kingdom,15.0,2011-10
571441,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,1,2011-10-17 13:31:00,1.46,14096.0,United Kingdom,1.46,2011-10
564301,23004,TRAVEL CARD WALLET PANTRY,24,2011-08-24 11:54:00,0.42,14299.0,United Kingdom,10.08,2011-08
578316,22898,CHILDRENS APRON APPLES DESIGN,8,2011-11-23 16:43:00,1.95,14189.0,United Kingdom,15.6,2011-11
575977,23069,EDWARDIAN PHOTO FRAME,2,2011-11-13 13:27:00,6.25,17287.0,United Kingdom,12.5,2011-11
554096,21327,SKULLS WRITING SET ,12,2011-05-22 12:51:00,1.65,14921.0,United Kingdom,19.799999999999997,2011-05
561026,23005,TRAVEL CARD WALLET I LOVE LONDON,5,2011-07-24 10:49:00,0.42,17265.0,United Kingdom,2.1,2011-07
580113,23516,EMBROIDERED RIBBON REEL SOPHIE  ,6,2011-12-01 16:05:00,3.75,14766.0,United Kingdom,22.5,2011-12
575576,22974,CHILDRENS DOLLY GIRL MUG,12,2011-11-10 11:45:00,1.65,16025.0,United Kingdom,19.799999999999997,2011-11
567808,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,2,2011-09-22 12:24:00,4.95,17027.0,United Kingdom,9.9,2011-09
575491,21164,HOME SWEET HOME METAL SIGN ,1,2011-11-09 17:47:00,2.95,15531.0,United Kingdom,2.95,2011-11
542898,22906,12 MESSAGE CARDS WITH ENVELOPES,3,2011-02-01 14:01:00,1.65,16110.0,United Kingdom,4.949999999999999,2011-02
564556,22848,BREAD BIN DINER STYLE PINK,1,2011-08-25 19:48:00,16.95,12748.0,United Kingdom,16.95,2011-08
560228,17091J,VANILLA INCENSE IN TIN,6,2011-07-15 17:29:00,0.38,17750.0,United Kingdom,2.2800000000000002,2011-07
579837,22692,DOORMAT WELCOME TO OUR HOME,20,2011-11-30 16:18:00,7.08,12882.0,United Kingdom,141.6,2011-11
573074,22197,POPCORN HOLDER,12,2011-10-27 14:03:00,0.85,16265.0,United Kingdom,10.2,2011-10
577785,22561,WOODEN SCHOOL COLOURING SET,6,2011-11-21 16:25:00,1.65,16369.0,United Kingdom,9.899999999999999,2011-11
569026,23087,ZINC  HEART T-LIGHT HOLDER,16,2011-09-30 10:18:00,1.25,16101.0,United Kingdom,20.0,2011-09
540402,82486,WOOD S/3 CABINET ANT WHITE FINISH,4,2011-01-07 09:31:00,7.95,16567.0,United Kingdom,31.8,2011-01
572295,22558,CLOTHES PEGS RETROSPOT PACK 24 ,2,2011-10-23 13:49:00,1.65,16686.0,United Kingdom,3.3,2011-10
578517,23581,JUMBO BAG PAISLEY PARK,20,2011-11-24 13:53:00,2.08,16523.0,United Kingdom,41.6,2011-11
561952,23245,SET OF 3 REGENCY CAKE TINS,4,2011-08-01 13:02:00,4.95,12949.0,United Kingdom,19.8,2011-08
538991,21914,BLUE HARMONICA IN BOX ,48,2010-12-15 11:53:00,1.25,17511.0,United Kingdom,60.0,2010-12
560696,22385,JUMBO BAG SPACEBOY DESIGN,1,2011-07-20 12:14:00,2.08,14606.0,United Kingdom,2.08,2011-07
578104,23355,HOT WATER BOTTLE KEEP CALM,4,2011-11-23 08:43:00,4.95,13969.0,United Kingdom,19.8,2011-11
573381,22374,AIRLINE BAG VINTAGE JET SET RED,1,2011-10-30 14:05:00,4.25,17590.0,United Kingdom,4.25,2011-10
556415,23108,SET OF 10 LED DOLLY LIGHTS,24,2011-06-10 12:19:00,5.39,12409.0,Switzerland,129.35999999999999,2011-06
554382,22334,DINOSAUR PARTY BAG + STICKER SET,12,2011-05-24 11:55:00,1.65,17365.0,United Kingdom,19.799999999999997,2011-05
545914,22968,ROSE COTTAGE KEEPSAKE BOX ,8,2011-03-08 11:39:00,8.5,13340.0,United Kingdom,68.0,2011-03
556776,23234,BISCUIT TIN VINTAGE CHRISTMAS,1,2011-06-14 12:24:00,2.89,14730.0,United Kingdom,2.89,2011-06
553738,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2011-05-19 08:55:00,1.69,17469.0,United Kingdom,40.56,2011-05
572520,21642,ASSORTED TUTTI FRUTTI PEN,24,2011-10-24 15:05:00,0.29,13165.0,United Kingdom,6.959999999999999,2011-10
547357,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,4,2011-03-22 12:15:00,4.25,17613.0,United Kingdom,17.0,2011-03
544315,20992,JAZZ HEARTS PURSE NOTEBOOK,2,2011-02-17 14:42:00,0.85,12748.0,United Kingdom,1.7,2011-02
546689,72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,8,2011-03-16 10:24:00,4.25,16985.0,United Kingdom,34.0,2011-03
548707,21166,COOK WITH WINE METAL SIGN ,2,2011-04-03 12:08:00,2.08,13781.0,United Kingdom,4.16,2011-04
573500,22746,POPPY'S PLAYHOUSE LIVINGROOM ,1,2011-10-31 12:01:00,2.1,16931.0,United Kingdom,2.1,2011-10
543389,22131,FOOD CONTAINER SET 3 LOVE HEART ,1,2011-02-08 09:56:00,1.95,17841.0,United Kingdom,1.95,2011-02
571883,21811,HANGING HEART WITH BELL,1,2011-10-19 13:58:00,0.39,14704.0,United Kingdom,0.39,2011-10
572108,85049E,SCANDINAVIAN REDS RIBBONS,24,2011-10-20 18:08:00,1.25,15814.0,United Kingdom,30.0,2011-10
549989,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2011-04-13 16:58:00,4.95,13221.0,United Kingdom,19.8,2011-04
552905,22335,HEART DECORATION PAINTED ZINC ,24,2011-05-12 11:10:00,0.65,15974.0,United Kingdom,15.600000000000001,2011-05
559091,15044D,RED PAPER PARASOL,70,2011-07-06 10:47:00,2.55,17905.0,United Kingdom,178.5,2011-07
578702,23571,TRADITIONAL NAUGHTS & CROSSES,12,2011-11-25 10:58:00,1.65,15382.0,United Kingdom,19.799999999999997,2011-11
556820,23203,JUMBO BAG DOILEY PATTERNS,10,2011-06-15 10:22:00,2.08,12682.0,France,20.8,2011-06
546159,22188,BLACK HEART CARD HOLDER,4,2011-03-10 09:41:00,3.95,16471.0,United Kingdom,15.8,2011-03
574481,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,2,2011-11-04 12:45:00,0.85,18022.0,United Kingdom,1.7,2011-11
556189,22436,12 COLOURED PARTY BALLOONS,20,2011-06-09 11:57:00,0.65,15615.0,United Kingdom,13.0,2011-06
565320,23306,SET OF 36 DOILIES PANTRY DESIGN,3,2011-09-02 13:10:00,1.45,16745.0,United Kingdom,4.35,2011-09
546542,22997,TRAVEL CARD WALLET UNION JACK,3,2011-03-14 15:13:00,0.42,13263.0,United Kingdom,1.26,2011-03
564375,21755,LOVE BUILDING BLOCK WORD,3,2011-08-25 10:16:00,5.95,13078.0,United Kingdom,17.85,2011-08
569524,22692,DOORMAT WELCOME TO OUR HOME,1,2011-10-04 14:42:00,8.25,14506.0,United Kingdom,8.25,2011-10
558630,23298,SPOTTY BUNTING,6,2011-06-30 18:07:00,4.95,15615.0,United Kingdom,29.700000000000003,2011-06
543351,22676,FRENCH BLUE METAL DOOR SIGN 1,20,2011-02-07 13:18:00,1.25,15407.0,United Kingdom,25.0,2011-02
577174,22947,WOODEN ADVENT CALENDAR RED,1,2011-11-18 10:58:00,7.95,17841.0,United Kingdom,7.95,2011-11
542100,46000R,POLYESTER FILLER PAD 45x30cm,2,2011-01-25 13:15:00,1.45,15339.0,United Kingdom,2.9,2011-01
540364,22423,REGENCY CAKESTAND 3 TIER,1,2011-01-06 16:03:00,12.75,14505.0,United Kingdom,12.75,2011-01
567472,23199,JUMBO BAG APPLES,10,2011-09-20 12:47:00,2.08,15039.0,United Kingdom,20.8,2011-09
567380,21533,RETROSPOT LARGE MILK JUG,6,2011-09-20 10:06:00,4.95,12620.0,France,29.700000000000003,2011-09
568952,22617,BAKING SET SPACEBOY DESIGN,3,2011-09-29 15:29:00,4.95,14305.0,United Kingdom,14.850000000000001,2011-09
580278,21479,WHITE SKULL HOT WATER BOTTLE ,1,2011-12-02 13:11:00,4.25,13560.0,United Kingdom,4.25,2011-12
